activity_year,state_code,county_code,action_taken,aus_1,loan_purpose,applicant_sex,occupancy_type,construction_method,census_tract,debt_to_income_ratio,loan_to_value_ratio,income,loan_amount,total_units,applicant_age,intro_rate_period
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010800,0.44,1693,129000,245000,1,50,NA
2018,IL,Missing,Application denied,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019000800,0.7000000000000001,1264,24000,105000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019000700,0.325,1475,43000,55000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001205,0.47000000000000003,4,99000,325000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019000500,0.25,1751,64000,115000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019000902,0.4,1668,55000,205000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001100,0.25,1693,112000,85000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,information not provided by applicant,Principal residence,Site-built,17019005600,0.47000000000000003,1783,42000,125000,1,30,NA
2018,IL,Missing,Application denied,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001205,0.55,4,40000,95000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019000902,0.41000000000000003,1783,80000,165000,1,40,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Male,Principal residence,Site-built,17019010601,0.38,1264,57000,125000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001204,0.49,1264,100000,265000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019000902,0.48,1783,66000,185000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001206,0.325,1693,82000,215000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019011000,0.1,4,123000,155000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001302,0.25,1693,133000,265000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019005500,0.325,1783,35000,85000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019005702,0.39,1157,265000,455000,1,40,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Male,Second residence,Site-built,17019005500,0.25,1580,183000,65000,1,60,NA
2018,IL,Missing,Loan originated,Guaranteed Underwriting System,Home purchase,Male,Principal residence,Site-built,17019010700,0.25,39,51000,115000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019000500,0.44,1783,51000,125000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019005701,0.41000000000000003,4,66000,155000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019000901,0.325,1751,31000,35000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010900,0.55,4,61000,225000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019010900,0.325,1693,40000,105000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010900,0.36,1693,108000,285000,1,30,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,information not provided by applicant,Principal residence,Site-built,17019000901,0.47000000000000003,1783,44000,115000,1,30,NA
2018,IL,Missing,Loan originated,Guaranteed Underwriting System,Home purchase,Female,Principal residence,Site-built,17019010800,0.42,1832,31000,105000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Female,Principal residence,Site-built,17019001201,0.36,698,57000,65000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019000902,0.42,1336,73000,145000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Female,Principal residence,Site-built,17019010700,0.25,611,64000,85000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019000902,0.25,1580,152000,125000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010603,0.42,1583,63000,185000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019010100,0.39,4,39000,115000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019000800,0.49,576,32000,55000,1,50,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Refinancing,Female,Principal residence,Site-built,17019000500,0.325,1575,86000,175000,1,40,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Male,Principal residence,Site-built,17019010500,0.36,1751,62000,145000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Female,Principal residence,Site-built,17019000902,0.41000000000000003,914,57000,35000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Male,Principal residence,Site-built,17019001201,0.42,1399,45000,115000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001203,0.25,1751,72000,135000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Female,Principal residence,Site-built,17019005800,0.25,1011,146000,175000,1,60,NA
2018,IL,Missing,Application denied,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019000901,0.55,1783,39000,85000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019001301,0.25,1137,195000,195000,1,60,NA
2018,IL,Missing,Application denied,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001205,0.55,642,39000,105000,1,30,NA
2018,IL,Missing,Loan originated,Guaranteed Underwriting System,Home purchase,Male,Principal residence,Site-built,17019010900,0.25,1407,51000,95000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Male,Investment property,Site-built,17019005701,0.25,1051,80000,145000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001201,0.44,1783,41000,85000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010603,0.325,1693,263000,315000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001204,0.4,1570,112000,355000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001302,0.55,1664,103000,155000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001302,0.42,1264,950000,315000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010900,0.39,1580,132000,225000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010603,0.325,4,69000,145000,1,30,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Male,Investment property,Site-built,17019000200,0.25,1264,200000,45000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001100,0.42,1693,330000,455000,1,50,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Male,Principal residence,Site-built,17019011000,0.46,4,48000,135000,2,40,NA
2018,IL,Missing,Application denied,Desktop Underwriter (DU),Refinancing,Male,Principal residence,Site-built,17019010300,0.42,485,21000,55000,1,50,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Female,Investment property,Site-built,17019000200,0.39,1051,41000,65000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001201,0.25,1751,63000,155000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019010900,0.25,51,44000,135000,1,70,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Male,Principal residence,Site-built,17019010300,0.325,1605,64000,75000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019005600,0.4,1751,42000,165000,1,50,NA
2018,IL,Coles,Application denied,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17029000100,0.36,1733,25000,75000,1,40,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Female,Principal residence,Site-built,17019000902,0.48,1264,89000,65000,1,50,NA
2018,IL,Missing,Application denied,Not applicable,Home improvement,Male,Principal residence,Site-built,17019010900,0.41000000000000003,1399,88000,85000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010800,0.325,4,80000,265000,1,70,NA
2018,IL,Coles,Loan originated,Guaranteed Underwriting System,Home purchase,Female,Principal residence,Site-built,17029001100,0.325,4,52000,65000,1,30,NA
2018,IL,Missing,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Male,Principal residence,Site-built,17019000902,0.55,1733,52000,125000,1,70,NA
2018,IL,Coles,Loan originated,Guaranteed Underwriting System,Home purchase,Male,Principal residence,Site-built,17029000300,0.25,4,26000,65000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Male,Principal residence,Site-built,17019000700,0.325,1267,0,55000,1,60,NA
2018,IL,Missing,Application denied,Desktop Underwriter (DU),Refinancing,Male,Principal residence,Site-built,17019000902,0.325,1269,0,155000,1,40,NA
2018,IL,Missing,Application denied,Desktop Underwriter (DU),Refinancing,Male,Principal residence,Site-built,17019010900,0.1,66,70000,115000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Male,Principal residence,Site-built,17019000902,0.4,4,49000,125000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Male,Principal residence,Site-built,17019010601,0.325,1647,0,145000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Male,Principal residence,Site-built,17019005500,0.44,1772,47000,85000,1,60,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Manufactured home,17019005401,0.325,1852,33000,25000,1,30,NA
2018,IL,Missing,Loan originated,Exempt,Cash-out refinancing,Male,Principal residence,Site-built,17019011000,0.325,1852,80000,105000,1,60,NA
2018,IL,Missing,Loan originated,Exempt,Cash-out refinancing,Male,Principal residence,Site-built,17019010900,0.325,1852,69000,15000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Principal residence,Site-built,17019005701,0.325,1852,70000,115000,1,70,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Female,Principal residence,Site-built,17019001302,0.325,1852,35000,155000,1,60,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Principal residence,Site-built,17019001000,0.325,1852,48000,65000,1,60,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019001000,0.325,1852,109000,105000,1,60,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Principal residence,Site-built,17019001206,0.325,1852,161000,305000,1,70,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Female,Principal residence,Site-built,17019000800,0.325,1852,50000,115000,1,30,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019000500,0.325,1852,68000,125000,1,30,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019005800,0.325,1852,76000,135000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019005701,0.325,1852,92000,145000,1,60,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Principal residence,Site-built,17019010603,0.325,1852,111000,95000,1,60,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Female,Principal residence,Site-built,17019001400,0.325,1852,109000,275000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019000902,0.325,1852,130000,205000,1,30,NA
2018,IL,Missing,Loan originated,Exempt,Cash-out refinancing,Female,Principal residence,Site-built,17019010800,0.325,1852,87000,115000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Female,Principal residence,Site-built,17019010100,0.325,1852,59000,75000,1,70,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019001400,0.325,1852,109000,105000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019001400,0.325,1852,198000,225000,1,30,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Female,Principal residence,Site-built,17019001203,0.325,1852,139000,205000,1,30,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Female,Principal residence,Site-built,17019005702,0.325,1852,142000,255000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019010900,0.325,1852,22000,75000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019005401,0.325,1852,70000,115000,1,30,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019010603,0.325,1852,97000,255000,1,30,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019001302,0.325,1852,45000,115000,1,30,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Female,Investment property,Site-built,17019010601,0.325,1852,206000,115000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019000500,0.325,1852,100000,155000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019010900,0.325,1852,166000,245000,1,60,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019001205,0.325,1852,525000,335000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Cash-out refinancing,Male,Principal residence,Site-built,17019010700,0.325,1852,69000,185000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Female,Principal residence,Site-built,17019000902,0.325,1852,77000,155000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019005500,0.325,1852,47000,85000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019010601,0.325,1852,145000,145000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Cash-out refinancing,Male,Principal residence,Site-built,17019000902,0.325,1852,99000,135000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Principal residence,Site-built,17019001302,0.325,1852,44000,115000,1,70,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Female,Principal residence,Site-built,17019010700,0.325,1852,47000,145000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Cash-out refinancing,Female,Principal residence,Site-built,17019010900,0.325,1852,31000,45000,1,30,NA
2018,IL,Missing,Loan originated,Exempt,Cash-out refinancing,Male,Principal residence,Site-built,17019000500,0.325,1852,82000,75000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019001206,0.325,1852,161000,285000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019005500,0.325,1852,193000,105000,1,60,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Female,Principal residence,Site-built,17019001301,0.325,1852,57000,185000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019005600,0.325,1852,132000,215000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019005600,0.325,1852,538000,305000,1,60,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Principal residence,Site-built,17019001205,0.325,1852,412000,435000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Female,Principal residence,Site-built,17019005402,0.325,1852,106000,85000,1,60,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019001000,0.325,1852,121000,135000,1,60,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019010800,0.325,1852,76000,205000,1,60,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019005701,0.325,1852,52000,85000,1,30,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Female,Principal residence,Site-built,17019000800,0.325,1852,146000,135000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019005701,0.325,1852,65000,115000,2,30,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019010603,0.325,1852,164000,325000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Principal residence,Site-built,17019001400,0.325,1852,80000,175000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Female,Principal residence,Site-built,17019001201,0.325,1852,28000,95000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019001400,0.325,1852,275000,125000,1,70,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019001100,0.325,1852,75000,205000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019001301,0.325,1852,45000,105000,1,70,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019001302,0.325,1852,44000,115000,1,70,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Female,Principal residence,Site-built,17019005701,0.325,1852,35000,105000,1,30,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Principal residence,Site-built,17019001100,0.325,1852,165000,165000,1,60,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019001400,0.325,1852,275000,125000,1,70,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019000200,0.325,1852,170000,65000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019005702,0.325,1852,55000,105000,1,30,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Female,Principal residence,Site-built,17019001301,0.325,1852,85000,155000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Female,Principal residence,Site-built,17019010603,0.325,1852,73000,245000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019001400,0.325,1852,70000,215000,1,30,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Principal residence,Site-built,17019010800,0.325,1852,43000,105000,1,60,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Principal residence,Site-built,17019001100,0.325,1852,233000,435000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Other purpose,Male,Principal residence,Site-built,17019000901,0.325,1852,39000,5000,1,70,NA
2018,IL,Missing,Loan originated,Exempt,Other purpose,Female,Investment property,Site-built,17019000500,0.325,1852,180000,75000,1,70,NA
2018,IL,Missing,Loan originated,Exempt,Other purpose,Male,Principal residence,Site-built,17019010601,0.325,1852,118000,65000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Female,Principal residence,Site-built,17019005800,0.325,1852,131000,135000,1,30,NA
2018,IL,Missing,Loan originated,Exempt,Other purpose,Male,Principal residence,Site-built,17019001203,0.325,1852,47000,15000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Other purpose,Male,Principal residence,Site-built,17019010900,0.325,1852,148000,105000,1,70,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019005300,0.325,1852,594000,105000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019005300,0.325,1852,700000,105000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019005300,0.325,1852,594000,95000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019005300,0.325,1852,700000,105000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019005500,0.325,1852,-622000,35000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019000901,0.325,1852,134000,115000,2,50,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019001400,0.325,1852,214000,15000,2,70,NA
2018,IL,Missing,Loan originated,Exempt,Cash-out refinancing,Male,Investment property,Site-built,17019000401,0.325,1852,177000,1045000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019001400,0.325,1852,214000,55000,2,70,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019001400,0.325,1852,214000,25000,2,70,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019005701,0.325,1852,-11000,55000,2,70,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019000901,0.325,1852,-11000,55000,1,70,NA
2018,IL,Missing,Loan originated,Exempt,Cash-out refinancing,Male,Investment property,Site-built,17019005500,0.325,1852,-644000,65000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019001203,0.325,1852,105000,85000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019011000,0.325,1852,-11000,55000,3,70,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019005701,0.325,1852,-11000,65000,2,70,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019000700,0.325,1852,70000,45000,1,50,NA
2018,IL,Missing,Loan originated,Exempt,Cash-out refinancing,Male,Investment property,Site-built,17019005500,0.325,1852,-14000,45000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019001301,0.325,1852,127000,65000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019011100,0.325,1852,88000,215000,3,70,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019005800,0.325,1852,88000,145000,1,70,NA
2018,IL,Missing,Loan originated,Exempt,Cash-out refinancing,Male,Investment property,Site-built,17019005800,0.325,1852,88000,245000,4,70,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019005800,0.325,1852,88000,235000,2,70,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019011100,0.325,1852,88000,165000,1,70,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019005300,0.325,1852,88000,35000,1,70,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019005800,0.325,1852,88000,295000,3,70,NA
2018,IL,Missing,Loan originated,Exempt,Cash-out refinancing,Female,Investment property,Site-built,17019005402,0.325,1852,448000,385000,1,70,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019001201,0.325,1852,83000,85000,2,50,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019001206,0.325,1852,1005000,105000,1,60,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019001203,0.325,1852,105000,85000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019005800,0.325,1852,88000,145000,1,70,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Principal residence,Site-built,17019001206,0.325,1852,186000,75000,1,60,NA
2018,IL,Missing,Loan originated,Exempt,Home improvement,Female,Investment property,Site-built,17019001000,0.325,1852,60000,5000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019005701,0.325,1852,-14000,65000,1,40,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Principal residence,Site-built,17019001204,0.325,1852,145000,15000,1,50,NA
2018,IL,Missing,Application withdrawn by applicant,Exempt,Home purchase,Female,Principal residence,Site-built,17019001302,0.325,1852,123000,205000,1,50,NA
2018,IL,Missing,Application withdrawn by applicant,Exempt,Home purchase,Female,Principal residence,Site-built,17019005500,0.325,1852,42000,135000,1,30,NA
2018,IL,Missing,Application withdrawn by applicant,Exempt,Home purchase,Female,Principal residence,Site-built,17019010700,0.325,1852,102000,135000,1,60,NA
2018,IL,Missing,Application denied,Exempt,Home purchase,Female,Principal residence,Site-built,17019001000,0.325,1852,126000,165000,2,50,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019000901,0.325,1852,102000,55000,1,60,NA
2018,IL,Missing,Loan originated,Exempt,Home purchase,Male,Investment property,Site-built,17019005401,0.325,1852,26000,35000,1,60,NA
2018,IL,Missing,Loan originated,Exempt,Refinancing,Male,Investment property,Site-built,17019001302,0.325,1852,81000,95000,1,70,NA
2018,IL,Missing,Application denied,Desktop Underwriter (DU),Refinancing,Male,Principal residence,Site-built,17019001301,0.47000000000000003,1188,30000,155000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019005800,0.25,1580,150000,285000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019000500,0.25,1693,47000,125000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010400,0.1,1399,50000,85000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010100,0.1,1693,199000,105000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019005600,0.25,1264,58000,85000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Male,Principal residence,Site-built,17019010300,0.38,1399,90000,55000,1,60,NA
