SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
113888,0,Cash loans,F,N,Y,0,180000,1056447,31018.5,922500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1
100478,0,Cash loans,F,N,Y,1,90000,393543,20223,328500,Unaccompanied,Working,Secondary / secondary special,Married,With parents,1,0,Laborers,3
107629,0,Cash loans,F,N,N,0,211500,497520,31923,450000,Unaccompanied,Pensioner,Higher education,Separated,House / apartment,1,0,,1
123907,0,Cash loans,F,N,Y,0,225000,790830,44289,675000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Medicine staff,1
122267,0,Cash loans,M,Y,Y,0,135000,601470,30838.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2
107551,0,Cash loans,F,N,Y,0,102024,135000,12946.5,135000,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,1,0,Sales staff,1
133800,0,Cash loans,F,N,Y,0,112500,765000,44046,765000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
111405,0,Cash loans,M,Y,Y,0,112500,127350,13842,112500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2
128162,0,Cash loans,M,N,Y,0,45000,225000,10953,225000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,1,0,Security staff,2
132738,0,Cash loans,M,N,Y,2,67500,229500,15655.5,229500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,4
120260,1,Cash loans,F,N,Y,1,90000,479578.5,29110.5,414000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,3
130011,0,Cash loans,F,N,Y,0,157500,373500,14211,373500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Sales staff,2
137959,0,Cash loans,F,N,Y,2,90000,552555,30105,477000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Accountants,4
134503,0,Cash loans,M,Y,Y,1,157500,1024740,52452,9.00E+05,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3
124568,1,Cash loans,M,Y,Y,0,328500,819792,44604,720000,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,,1
126671,1,Cash loans,F,N,Y,0,144000,135000,10665,135000,Family,Working,Secondary / secondary special,Married,Municipal apartment,1,0,Sales staff,2
110523,0,Cash loans,F,N,Y,0,180000,577125,42124.5,522000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
130693,0,Cash loans,F,Y,Y,0,171000,1161360,41845.5,9.00E+05,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,1,Core staff,2
124885,0,Cash loans,M,N,Y,1,135000,440784,34956,360000,Other_B,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3
126609,0,Cash loans,M,Y,N,0,157500,755190,38686.5,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2
137338,0,Cash loans,F,N,Y,0,225000,805072.5,29047.5,679500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
129098,0,Cash loans,F,N,Y,0,90000,508500,16402.5,508500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,,2
116083,1,Cash loans,F,N,Y,1,175500,450000,23107.5,450000,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,1,0,IT staff,3
112144,0,Cash loans,F,N,Y,0,72000,332473.5,12069,274500,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,1,0,Sales staff,2
113780,0,Cash loans,F,N,N,0,112500,562491,27189,454500,"Spouse, partner",Working,Incomplete higher,Civil marriage,With parents,1,0,,2
117682,0,Cash loans,F,Y,N,0,202500,9.00E+05,43429.5,9.00E+05,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Managers,2
112680,0,Cash loans,M,N,Y,0,76500,109453.5,11916,99000,Family,State servant,Secondary / secondary special,Married,House / apartment,1,0,Security staff,2
118800,0,Cash loans,F,Y,N,0,112500,539100,27652.5,450000,"Spouse, partner",Working,Secondary / secondary special,Married,With parents,1,0,,2
138354,0,Cash loans,M,N,N,1,202500,1089000,31972.5,1089000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3
137978,0,Cash loans,M,N,N,0,225000,956574,48969,855000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
138181,0,Cash loans,F,Y,Y,1,247500,450000,30442.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,3
110396,0,Cash loans,F,Y,N,0,216000,675000,53460,675000,Unaccompanied,Working,Secondary / secondary special,Separated,Municipal apartment,1,0,Core staff,1
127325,0,Cash loans,M,N,Y,0,180000,630000,57910.5,630000,Unaccompanied,State servant,Higher education,Married,House / apartment,1,0,Core staff,2
100139,0,Cash loans,F,N,N,1,157500,302341.5,24016.5,261000,Family,Working,Secondary / secondary special,Married,House / apartment,1,1,,3
121085,0,Cash loans,M,Y,N,1,180000,981747,44491.5,877500,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,1,0,,3
130987,0,Cash loans,M,Y,N,0,202500,1125000,50184,1125000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2
119363,0,Cash loans,F,Y,Y,0,112500,247500,11029.5,247500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
117277,1,Cash loans,F,N,Y,1,337500,732915,79065,675000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,1,1,Accountants,2
118261,0,Cash loans,F,N,Y,0,202500,1354500,47079,1354500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2
136944,0,Cash loans,F,N,N,0,112500,1350000,37125,1350000,Unaccompanied,Working,Higher education,Married,House / apartment,1,0,Sales staff,2
133052,0,Cash loans,M,Y,N,0,157500,263686.5,29952,238500,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,1,0,Low-skill Laborers,1
129645,1,Cash loans,M,Y,Y,0,112500,225000,13594.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,,2
134873,1,Cash loans,F,Y,N,0,157500,675000,49117.5,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2
124789,0,Cash loans,M,N,Y,0,85500,314055,16164,238500,Unaccompanied,State servant,Higher education,Civil marriage,House / apartment,1,0,Core staff,2
106352,0,Cash loans,F,N,Y,1,112500,238500,12937.5,238500,Family,Working,Incomplete higher,Married,House / apartment,1,0,Core staff,3
138379,0,Cash loans,F,Y,N,0,135000,271066.5,10737,234000,Unaccompanied,State servant,Higher education,Married,House / apartment,1,0,Accountants,2
104151,0,Cash loans,M,Y,N,0,135000,1288350,37800,1125000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
111424,0,Cash loans,F,N,Y,2,157500,312768,22887,270000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,1,1,Sales staff,4
107000,0,Cash loans,F,N,Y,2,135000,177768,14175,135000,Unaccompanied,Working,Higher education,Married,House / apartment,1,1,Managers,4
120690,0,Cash loans,M,Y,Y,0,202500,239850,25960.5,225000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,1,0,,1
105323,0,Cash loans,F,Y,Y,0,157500,945000,40167,945000,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,Accountants,2
130496,0,Cash loans,M,N,Y,0,202500,545040,26509.5,450000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Laborers,1
120525,0,Cash loans,F,N,Y,0,180000,904500,26577,904500,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,1,0,,1
117864,0,Cash loans,F,N,Y,2,67500,105534,12654,99000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,4
102547,0,Cash loans,M,N,Y,0,270000,891072,45625.5,720000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Security staff,2
126695,0,Cash loans,F,N,Y,2,225000,1113840,53716.5,9.00E+05,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,1,0,,3
121564,0,Cash loans,M,Y,Y,0,202500,1078200,31653,9.00E+05,Unaccompanied,Working,Higher education,Married,House / apartment,1,0,Drivers,2
134256,0,Cash loans,M,Y,Y,0,180000,693301.5,35527.5,598500,Unaccompanied,Pensioner,Higher education,Married,House / apartment,1,0,,2
105748,0,Cash loans,F,N,N,0,90000,679500,26946,679500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
109775,0,Cash loans,F,N,Y,1,180000,770292,32764.5,688500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,3
128936,1,Cash loans,F,N,N,0,112500,675000,53460,675000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,1,0,Private service staff,2
102596,0,Cash loans,F,N,Y,0,225000,614223,31491,549000,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2
105833,0,Cash loans,F,Y,Y,1,225000,1006920,51543,9.00E+05,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Accountants,3
108772,0,Cash loans,M,N,Y,3,157500,227520,13918.5,180000,Unaccompanied,Working,Higher education,Married,House / apartment,1,0,Laborers,5
118621,0,Cash loans,F,N,Y,0,202500,301464,23949,238500,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,Sales staff,2
115095,0,Cash loans,F,N,Y,1,157500,545040,26640,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Medicine staff,3
110854,0,Cash loans,M,Y,Y,0,195750,545040,26640,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
120533,0,Cash loans,M,N,Y,0,202500,1291500,46521,1291500,Unaccompanied,Pensioner,Higher education,Married,House / apartment,1,0,,2
121859,0,Cash loans,M,Y,N,1,135000,276277.5,21955.5,238500,Unaccompanied,Working,Higher education,Married,House / apartment,1,0,Drivers,3
100156,0,Cash loans,F,Y,N,2,157500,945000,39127.5,945000,Family,Commercial associate,Secondary / secondary special,Married,With parents,1,0,Medicine staff,4
106498,0,Cash loans,F,N,N,0,60750,254700,13068,225000,Unaccompanied,Commercial associate,Higher education,Single / not married,Municipal apartment,1,0,,1
111983,0,Cash loans,F,N,Y,0,135000,454500,20020.5,454500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2
116740,0,Cash loans,M,Y,Y,1,360000,1078200,38331,9.00E+05,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,Managers,2
120849,0,Cash loans,F,N,Y,1,99000,251280,12960,180000,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,1,0,Core staff,3
116065,0,Cash loans,F,Y,Y,0,112500,675000,34596,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,,2
106675,0,Cash loans,F,N,N,2,180000,254700,26874,225000,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,1,0,Laborers,4
129169,0,Cash loans,F,N,Y,0,193500,414000,15736.5,414000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,1,0,Laborers,1
106060,0,Cash loans,F,N,N,0,112500,260640,19485,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Private service staff,2
110873,0,Cash loans,M,Y,Y,2,315000,601470,30708,450000,Unaccompanied,Working,Higher education,Married,House / apartment,1,0,,4
115086,0,Cash loans,F,N,Y,0,234000,135000,14179.5,135000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
103815,0,Cash loans,F,N,Y,0,47250,587619,17311.5,490500,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,1,0,,2
129875,0,Cash loans,M,N,N,2,180000,521280,35392.5,450000,Unaccompanied,Commercial associate,Higher education,Married,Municipal apartment,1,0,,4
133356,1,Cash loans,M,Y,Y,0,225000,1024740,49428,9.00E+05,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,1,0,Laborers,1
136888,0,Cash loans,F,Y,Y,0,90000,675000,27621,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Core staff,2
127000,0,Cash loans,M,Y,Y,1,135000,288000,31144.5,288000,Unaccompanied,Working,Secondary / secondary special,Married,With parents,1,1,Laborers,3
124740,0,Cash loans,F,N,Y,0,135000,1007761.5,42826.5,927000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2
137146,0,Cash loans,M,N,N,1,180000,509400,37197,450000,Unaccompanied,Working,Lower secondary,Married,Municipal apartment,1,0,Security staff,3
122840,0,Cash loans,F,N,N,0,225000,1762110,46611,1575000,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,1,0,,1
131338,0,Cash loans,M,Y,N,0,112500,331834.5,15507,252000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2
127761,0,Cash loans,F,Y,N,0,112500,202500,14674.5,202500,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,1,0,Private service staff,1
134624,0,Cash loans,F,Y,Y,0,360000,630000,49774.5,630000,Unaccompanied,State servant,Higher education,Civil marriage,With parents,1,0,,2
100160,1,Cash loans,M,N,Y,0,292500,675000,36747,675000,Unaccompanied,Working,Higher education,Married,House / apartment,1,0,Managers,2
122522,0,Cash loans,M,Y,Y,0,202500,703728,30996,607500,Family,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,,2
132926,0,Cash loans,F,N,Y,0,112500,641173.5,23157,553500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,1,0,Accountants,2
101468,0,Cash loans,M,Y,N,1,247891.5,2254500,65988,2254500,Unaccompanied,Working,Higher education,Married,House / apartment,1,0,Sales staff,3
109882,0,Cash loans,M,N,Y,0,157500,1546020,45333,1350000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Security staff,2
100861,0,Cash loans,M,N,N,0,306000,2085120,72477,1800000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Private service staff,2
104497,0,Cash loans,F,N,Y,0,90000,1223010,51817.5,1125000,Family,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
120039,1,Cash loans,F,N,N,0,144000,1300500,49536,1300500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,,1
132391,0,Cash loans,F,N,Y,1,112500,114682.5,12172.5,99000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Laborers,2
124835,0,Cash loans,F,N,Y,0,112500,1085058,47925,891000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Cooking staff,2
100692,0,Cash loans,F,N,Y,0,81000,90000,10809,90000,Unaccompanied,State servant,Incomplete higher,Married,House / apartment,1,0,Medicine staff,2
119332,0,Cash loans,M,Y,Y,0,270000,835380,36927,675000,"Spouse, partner",Pensioner,Higher education,Widow,House / apartment,1,0,,1
116682,0,Cash loans,F,N,Y,0,121500,271066.5,12069,234000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
100847,0,Cash loans,M,Y,Y,0,112500,90000,9351,90000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Laborers,1
105603,0,Cash loans,M,Y,Y,0,112500,497520,36184.5,450000,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2
109436,1,Cash loans,F,N,N,0,103500,381528,30271.5,315000,Unaccompanied,Working,Incomplete higher,Married,House / apartment,1,0,Sales staff,2
128749,0,Cash loans,F,N,Y,0,135000,381528,18684,315000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,,2
123005,0,Cash loans,M,Y,N,4,243000,1024290,29947.5,855000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Accountants,6
106049,0,Cash loans,M,Y,N,0,153000,675000,34596,675000,Family,State servant,Secondary / secondary special,Married,Co-op apartment,1,1,Laborers,2
131299,0,Cash loans,M,Y,Y,0,270000,1436850,42142.5,1125000,"Spouse, partner",Working,Higher education,Married,House / apartment,1,0,High skill tech staff,2
119536,0,Cash loans,F,N,Y,0,94500,284400,18306,225000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
122948,0,Cash loans,F,Y,Y,1,202500,599778,30753,477000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,1,0,Accountants,3
138427,0,Cash loans,F,Y,Y,0,360000,1773000,61758,1773000,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,Accountants,2
124348,0,Cash loans,M,Y,Y,0,180000,508495.5,24592.5,454500,Unaccompanied,Working,Secondary / secondary special,Married,With parents,1,0,Core staff,2
125889,0,Cash loans,F,N,Y,0,225000,272520,21658.5,225000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,1,1,Core staff,2
121216,0,Cash loans,F,N,Y,0,225000,862560,25348.5,720000,Unaccompanied,Commercial associate,Incomplete higher,Civil marriage,House / apartment,1,0,Sales staff,2
103872,0,Cash loans,F,N,N,0,94500,945000,27630,945000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
136978,0,Cash loans,M,N,Y,1,180000,385164,23404.5,292500,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,Laborers,3
115420,0,Cash loans,M,N,Y,1,135000,215640,19908,180000,Family,Working,Secondary / secondary special,Married,House / apartment,1,1,Drivers,3
126363,0,Cash loans,F,Y,Y,1,157500,331920,16096.5,225000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,1,0,,3
130865,0,Cash loans,F,N,N,0,184500,9.00E+05,57649.5,9.00E+05,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,1,0,Core staff,2
116973,0,Cash loans,F,N,N,0,315000,1258650,53455.5,1125000,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,1,0,High skill tech staff,2
127198,0,Cash loans,F,N,N,0,166500,298512,30717,270000,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,1,0,Cleaning staff,2
134806,0,Cash loans,F,N,Y,4,261000,1546020,45333,1350000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,High skill tech staff,6
126799,0,Cash loans,M,Y,Y,0,90000,420894,21618,301500,Family,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
112133,0,Cash loans,F,N,Y,0,387000,1324440,47700,1170000,Family,Pensioner,Higher education,Married,House / apartment,1,0,,2
103237,0,Cash loans,F,Y,Y,1,202500,302076,27832.5,270000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Sales staff,3
103509,0,Cash loans,M,Y,Y,0,135000,398160,25573.5,315000,"Spouse, partner",State servant,Secondary / secondary special,Married,House / apartment,1,0,Security staff,2
124500,1,Cash loans,F,N,Y,0,126000,265851,16195.5,229500,Unaccompanied,Working,Lower secondary,Married,House / apartment,1,0,Sales staff,2
124809,0,Cash loans,F,Y,Y,2,256500,582804,31747.5,463500,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,1,1,Sales staff,4
131562,0,Cash loans,F,N,N,0,135000,1350189,39478.5,1179000,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
107049,1,Cash loans,M,N,Y,0,135000,225000,16951.5,225000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Cooking staff,1
118027,0,Cash loans,F,N,Y,0,180000,808650,21460.5,675000,Family,Working,Higher education,Married,House / apartment,1,0,Accountants,2
138043,0,Cash loans,F,N,Y,0,135000,1113840,44302.5,9.00E+05,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,Sales staff,2
128210,0,Cash loans,F,N,Y,2,135000,518562,38902.5,463500,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,,4
126878,0,Cash loans,F,N,N,0,121500,568197,30951,490500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,,2
118009,0,Cash loans,F,N,Y,0,171000,677664,34731,585000,Family,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2
118478,0,Cash loans,M,Y,Y,0,292500,778446,62545.5,702000,Children,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2
134060,0,Cash loans,M,Y,Y,2,247500,1288350,37800,1125000,Family,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,4
112404,0,Cash loans,M,N,Y,3,90000,1036530,30438,742500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,5
135864,0,Cash loans,M,Y,Y,0,67500,49752,5485.5,45000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,,2
113858,0,Cash loans,M,Y,Y,0,135000,755190,36459,675000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
104545,0,Cash loans,M,Y,Y,0,225000,9.00E+05,35694,9.00E+05,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2
105988,0,Cash loans,F,N,Y,0,135000,350860.5,14994,283500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
119614,0,Cash loans,F,N,Y,0,112500,454500,23206.5,454500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,2
107262,0,Cash loans,F,Y,N,2,189000,1078200,31653,9.00E+05,Unaccompanied,Working,Incomplete higher,Married,House / apartment,1,0,Managers,4
121014,0,Cash loans,F,N,Y,0,112500,450000,21780,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Managers,2
117235,1,Cash loans,F,N,Y,0,202500,242595,14787,202500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Cooking staff,2
130181,0,Cash loans,M,N,N,1,157500,746280,58963.5,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,,3
131409,0,Cash loans,M,Y,N,0,225000,121500,9400.5,121500,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,,1
131012,0,Cash loans,M,Y,Y,0,112500,256167,16501.5,211500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2
105389,0,Revolving loans,F,N,Y,1,247500,157500,7875,157500,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,1,0,High skill tech staff,3
115191,1,Cash loans,F,Y,N,1,157500,1024740,55588.5,9.00E+05,Unaccompanied,Working,Higher education,Married,House / apartment,1,0,,3
105098,0,Cash loans,F,Y,Y,0,315000,1493086.5,52029,1363500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,Sales staff,2
105029,0,Cash loans,F,Y,N,1,112500,299772,14580,247500,Unaccompanied,Working,Higher education,Single / not married,House / apartment,1,0,Core staff,2
121894,1,Cash loans,M,N,N,2,184500,385164,23404.5,292500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Security staff,4
127119,0,Cash loans,F,N,Y,1,157500,167076,13059,135000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,Sales staff,2
132384,0,Cash loans,F,N,N,1,76500,327024,16033.5,270000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,1,0,Cleaning staff,2
101098,0,Cash loans,F,Y,N,1,180000,1096020,59589,9.00E+05,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,1,1,Sales staff,3
106259,0,Cash loans,M,N,Y,0,135000,422235,28692,364500,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,1,0,Security staff,2
103805,0,Cash loans,M,Y,Y,0,225000,472500,37332,472500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2
112222,0,Cash loans,F,N,N,2,117000,273636,19827,247500,Family,Working,Higher education,Married,Rented apartment,1,0,,4
119443,0,Cash loans,F,N,Y,0,90000,225000,10822.5,225000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,1,0,Laborers,1
116261,0,Cash loans,F,N,Y,0,315000,808650,23773.5,675000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
113328,0,Cash loans,M,N,N,1,157500,450000,21888,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,High skill tech staff,3
119293,0,Cash loans,F,N,Y,0,216000,675000,32472,675000,Unaccompanied,State servant,Higher education,Married,House / apartment,1,0,Core staff,2
105410,1,Cash loans,F,N,Y,1,157500,909697.5,46579.5,747000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,Sales staff,3
111029,1,Cash loans,F,N,Y,0,108000,103558.5,7663.5,85500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
124047,1,Cash loans,M,N,N,0,157500,152820,10341,135000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
137186,0,Cash loans,M,N,Y,0,135000,1042164,44284.5,931500,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,1,0,Laborers,2
120382,0,Cash loans,F,N,Y,1,67500,355536,17235,270000,Other_A,Working,Lower secondary,Civil marriage,House / apartment,1,0,Cleaning staff,3
108233,0,Cash loans,F,N,Y,0,202500,1096020,56092.5,9.00E+05,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,1,1,,2
112272,0,Cash loans,F,N,Y,0,180000,1350000,37255.5,1350000,Unaccompanied,State servant,Higher education,Married,House / apartment,1,0,Core staff,2
113787,0,Cash loans,F,Y,Y,0,180000,553581,35509.5,472500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,1,0,,2
119129,0,Cash loans,F,Y,N,0,135000,296280,21690,225000,"Spouse, partner",Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,Cooking staff,1
111739,0,Cash loans,F,N,N,2,135000,450000,30442.5,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,1,0,Sales staff,4
100995,0,Cash loans,F,Y,N,2,157500,450000,32877,450000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,1,0,Cooking staff,3
124708,0,Cash loans,F,N,Y,0,225000,929088,33502.5,720000,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,1,0,Cleaning staff,1
133770,0,Cash loans,M,N,Y,0,184500,90000,10809,90000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,1,0,,1
103449,0,Cash loans,M,Y,Y,0,247500,679500,36333,679500,Family,Working,Secondary / secondary special,Married,House / apartment,1,0,Drivers,2
135057,0,Cash loans,F,N,Y,0,202500,540000,25978.5,540000,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,1,0,Managers,2
114366,0,Cash loans,M,Y,Y,0,306000,270000,27796.5,270000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,,2
128530,0,Cash loans,M,Y,N,0,157500,284400,14854.5,225000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,1,0,,1
